id,numero_original,curso,tema,libro_codigo,codigo_instancia,archivo_origen,muestra
8780,88,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{88.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8781,89,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{89.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8782,90,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{90.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8783,91,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{91.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8784,92,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{92.}] Calcular $\theta$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8785,93,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{93.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8786,94,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{94.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8787,95,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{95.}] Calcular $\alpha$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8788,96,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{96.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8789,97,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{97.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8790,98,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{98.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8791,99,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{99.}] Calcular $\theta$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8792,100,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{100.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
4022,4,SIN_CURSO,SIN_TEMA,unfv-ceprevi-algebra,s2_grados_y_polinomios,E:\Banco de Preguntas\1. ALGEBRA\12. CEPREVI\CEPREVI Álgebra.pdf,"\item[\textbf{4.}] Dado el monomio: £$M_{(x,y)}=\left(a+b\right)x^{2a-2}y^{3b}$£ Hallar $ab$, si se sabe que: £$\text{Coeficiente}\left(M\right)=\operatorname{G.R}\left(x\right)$ y $\operatorname{G.A}=27$£A)$38$æB)$39$æC)$31$£D)$35$ææE)$32$£"
